cartodb_id,the_geom,objectid,destinatio,origin,route_desc,rt_shrt_nm,route_id,shape_leng
28,0105000020E61000000100000001020000001D00000008A587BCE572424000B158917B7AF3BFD8EA18231273424000FD0E09DF7BF3BF27448AC399734240003B1CED7F80F3BFC8D497C0AD7342400062DE72BC82F3BF200FEF01BA7342400080F9E3A084F3BF704FE9633E744240000F33C70F95F3BFD0FC0CC34774424000C4AF145795F3BF382FEE7DAA7442400004888EAB91F3BFD08A5A80B67442400014FFB58391F3BFC096D21DC4744240000BF84C6892F3BFF87EC1FD80754240FF0D0393E2A3F3BF48812D1EDE75424000FD8F2232ACF3BF372C8C0DDD76424000DF15DC81BAF3BFF003D462F0764240005B627D92BBF3BF90438A3E1F774240FF4048656EBEF3BFA8F29A4011774240007515E5B6BDF3BF48812D1EDE75424000FD8F2232ACF3BFF87EC1FD80754240FF0D0393E2A3F3BFC096D21DC4744240000BF84C6892F3BFD08A5A80B67442400014FFB58391F3BF382FEE7DAA7442400004888EAB91F3BFD0FC0CC34774424000C4AF145795F3BF704FE9633E744240000F33C70F95F3BF200FEF01BA7342400080F9E3A084F3BFC8D497C0AD7342400062DE72BC82F3BF27448AC399734240003B1CED7F80F3BFD8EA18231273424000FD0E09DF7BF3BF984AA8F6E9724240006E501DC87AF3BF20D59F71E1724240002A6CCA6A7AF3BF,28,Mwiki,Roysambu,Roysambu-Sunton-Kasarani-Mwiki,17B_2,21200017B12,0.07712639888
47,0105000020E61000000100000001020000000E00000040B8EFFB376D424000672D971CB7F4BFC032FA60196D42400080DCDA34B6F4BF70544D9A066D42400050E8328AB5F4BF70E1807C096D4240FF72CBAA96B4F4BFE0568901126D4240008DB833A2B4F4BF60BCBB20226D424000CB538EADA7F4BF70691AA20A6D424000BC7225589CF4BF5FF6F09E036D424000768DE61E92F4BF50F28C9DF06C424000F832C76386F4BF5FF6F09E036D424000768DE61E92F4BF70691AA20A6D424000BC7225589CF4BF60BCBB20226D424000CB538EADA7F4BFE0568901126D4240008DB833A2B4F4BFB8F612622E6D42400018717C42B6F4BF,47,Joster,Church Army,Church Army-Biafra-Joster,6E,40200000601,0.02599015293
86,0105000020E61000000100000001020000006A000000186DECBB226A4240FFFEB2A86C98F4BFF81C118B186A42400039524DBB98F4BF987DCBDB116A42400074F1F10999F4BF60753ED00A6A4240008BA7247A99F4BF6004C74D0D6A42400087349B719AF4BF10B0B19B196A424000A65C9E249DF4BFC83E36A7426A424000C9D173B69AF4BF08BADFDBF4694240002E7E3C66A0F4BFB0C45CE0F2694240FF11DEB73DA1F4BF90BE92CCEA694240000CAC3E74A1F4BF60AA575C1C69424000C986E673AEF4BFE846D7BD156942400075CD2901B1F4BFD077034015694240FFA82FD53DB2F4BF6F25E13E7269424000A4A2AAB4C5F4BF3F34D3BB786942400084E720AFC7F4BFA0C87FDC7E6942400067344CA6CAF4BF103E886187694240005A274014CCF4BF18B6EE3B86694240FFE8B47806CDF4BFC092168387694240001DE6701ECEF4BF386D5F1DC769424000C69FF606DFF4BF50A4C30FCE69424000DEF9BCFFDFF4BF48412A3DD369424000CA6D8A1CE2F4BF106847C1536A424000BA3ACA3204F5BF0031FA7E6A6A424000D8C645B508F5BFA82DE5417A6A424000B5D465140BF5BFF81281608E6A424000D9CC7B470DF5BF98822D03CE6A424000116CB3B112F5BFE06F1EC3636B4240005B8A5A0C1EF5BF6841A59F706C4240FF4AE9349931F5BF90984E43546D424000D71C759142F5BFF8526C3EAE6D424000087FB3E948F5BF20B58920CE6D42400013F726A34AF5BFD0DA351D016E424000A11779034CF5BFFF96A8DE1A6E4240009BE5FF394CF5BFF8782FC03E6E4240FF701FE90C4CF5BFD0442A01316F4240008467DC2A48F5BF10C59F1C0570424000CA71CF4844F5BF08C84FC3B7704240FFD2E30C7041F5BF48ABDC7BB870424000983E328F3CF5BF685E517FBD704240008DFAA92A34F5BFE0FC0F001C714240009B9A3C0F2EF5BFA80B027D2271424000CC3066BC2DF5BF808BC8613071424000B98D68912DF5BF80C9F9BD4D71424000AE15F5D72BF5BFC86FC6A17E714240000543BA4A37F5BFE0EBED629A714240FFB21C842A35F5BFB0C4B17DC8714240002B2C990D32F5BFE0EBED629A714240FFB21C842A35F5BFC86FC6A17E714240000543BA4A37F5BF80C9F9BD4D71424000AE15F5D72BF5BF808BC8613071424000B98D68912DF5BFA80B027D2271424000CC3066BC2DF5BFE0FC0F001C714240009B9A3C0F2EF5BF685E517FBD704240008DFAA92A34F5BF48ABDC7BB870424000983E328F3CF5BF08C84FC3B7704240FFD2E30C7041F5BFD00BD2C3D07042400096DC5E6141F5BF9858F59CF470424000B68E7AA441F5BFF843A73D25714240008C680FB442F5BF5862421F2C714240FFE0F43C0E43F5BFB8EFA20227714240008D6A213A44F5BF908D85200771424000A34FF54843F5BF0040AB5FE9704240FFE6F502B342F5BFC06166BCAD704240002164F4DC42F5BF38C7C4FEB26F424000FEA4D9E646F5BF883D2424D26E4240FF9A4554FD4AF5BF70B9A7C1346E4240FF71F0476E4DF5BF48AF2D3E056E424000C2388D5E4DF5BFF0E39BFEEC6D4240FF69E2EFFA4CF5BF809CE2FDB86D4240003D1FA4194BF5BF9885287E8C6D424000B1C6AF3C48F5BFC79B1C42956C424000C79B60FF35F5BF30454F01306C424000A20AFBCB2EF5BF28F9BDBF416B424000D596A4A31CF5BFE0B82043C76A4240008273A6B313F5BFA76B169E976A424000756BE4D70FF5BF38B34200706A424000A52C8B170BF5BF885AADC2666A4240000CF83DCD09F5BF88251D3F546A424000866F5C7006F5BFE8AE245F096A424000C0A5E5EBF2F4BF10D169A2CF694240003B44CAF9E2F4BF48C9667DCA69424000F7CC5D2EE2F4BF10B8957EC2694240FFCC732D93E1F4BFA8037250C26942400026EAACA5E0F4BF00ADE53FA469424000A1AC2A8AD7F4BF1F9A32DC80694240001A7E675ECEF4BF789DA4FE7A69424000839CC16DCDF4BFD8F026107669424000DC124180CCF4BF8FDDEFFE7869424000642EA92FCBF4BFD82C5A7D7569424000FF33C2BFC8F4BF507017A06D694240000BD2D539C6F4BF9041317602694240FF66DA3EC7AFF4BF486374B0FE684240009C271362AEF4BFF8F5E7BF076942400024E3264EAEF4BF68FF127F14694240005142FA5FAEF4BF70F6F3DBD7694240FF5DA99107A2F4BFB06F554FE66942400068EC2D90A0F4BFC86360CEEC694240FFE0D29BA69FF4BFA0586EA3016A4240004E6A79909EF4BFD0E1A57C086A424000B96E94679EF4BF9061B2F4416A424000EAE254A49AF4BF48320056476A4240FFA6EF247798F4BF705DDB334B6A4240007D632F3196F4BFB09A60E63B6A4240FF654B967795F4BFD7E30051306A4240000A6BFB1E95F4BF9835B8AD2D6A424000337E162F96F4BF,86,St.Bakhita,Commercial,Bus Station-Mombasa Road-Imara Daima-St.Bakhita,33MKR,50600033A11,0.21982676524
2,0105000020E6100000010000000102000000050100005F1E8AC399694240006A14878986F4BFB805D862B76942400052F6B73D81F4BF08AF97C0AD694240FF673DF29580F4BF2F10AC3E576942400086C3378680F4BF484B5D8253694240FF18DB6D6D81F4BF1876BFF04A694240009782866F81F4BF50A300E14369424000C3CAE59480F4BF2733AEA23F69424000055A7F127FF4BF90B439032369424000855B9BAA7BF4BFF0B900C11C694240007AB274CC79F4BF884110001C694240FF28C8711977F4BFC8AC36DE1D6942400032389DBA72F4BFBFC8F23D23694240FF37069EB470F4BF88D0F56228694240002ECC6FEE6FF4BF18AD58A1486942400055570C746DF4BF386567614F694240006128E5986CF4BFB7CCEE1B5F6942400040A146E867F4BF707D849D62694240FF571BB3CF63F4BF58C7275E6569424000FBC13D4162F4BF7821E560366942400084A83BA458F4BFC87551BF0B694240FF99F6D13854F4BFA8BD42FF0469424000C7E6AC3253F4BF18A7AA4203694240FF8EADFF1D51F4BFA8BD42FF046942400062863B6D4DF4BF78CC347C0B694240FFA05547FF4BF4BFC0AA845D146942400006883DD04AF4BF40D8337F4C69424000BA6B3B1746F4BF503B871C5B694240FF172E732B44F4BF782C2D7C7D694240007E9189053EF4BF90AE029CDE69424000B424FCFD22F4BFE8E10DA0DF69424000601A179C21F4BFB8961261C369424000643A662F1BF4BF38367AFEB4694240005D95D04117F4BF98C3DAE1AF69424000DE428CBA16F4BFB83F0DE19869424000932AAE0D15F4BF4887394371694240FF44AAC6A013F4BF9819D7FD6369424000E47B61C012F4BF00A5909E22694240FFA10462D90CF4BF48B6C9C001694240000697AC6D0AF4BFB081C323F168424000039A77B908F4BF70FDC821E2684240FFD7A2AD6708F4BF30CC7ADCB7684240008B558BA508F4BF589B5FD1AD68424000FC8B1F4608F4BF30AE0CFCA868424000466F26C206F4BF4092AD81AD6842400097C2EBFA05F4BFD793CADDE7684240006220E94402F4BFA7F2D28217694240009991A5BA00F4BF8846AABC1D694240FF92F033D9FFF3BFC822481D1D694240FFC8567006FFF3BFF81356A01669424000E8C06438FEF3BF50F9FCFCF7684240FFE9E046E7FCF3BFA848CF9ECB684240FF7A7210CAFBF3BFF0CF1900AA684240FF0F9D9691FAF3BF7068356090684240FF63EB7EF8F9F3BFA84221408668424000FF541058F9F3BFC866B0E07E68424000C8BB0E80F8F3BF082A7A1D7168424000FFEE8502F6F3BF2810D8614C684240005D7A4144EAF3BF6F48203D4568424000F2A4C70BE9F3BFA865D1FC31684240000857D66FE6F3BF28B9D2E12168424000C340E411DCF3BFC029C07D1D684240003AB471C4DAF3BFDFD5E84317684240008E3E8D98D9F3BFCF47399CF9674240FF1A28F641D6F3BFD0CD2B7FBE67424000E426588ED0F3BF7019BCE2A967424000D9AEE4D4CEF3BF980DB2A19B674240005B98D3BACDF3BFA823D61EF66642400008421020C3F3BF408D777DE666424000C7D046CBC1F3BFF0ACD200DE66424000E4852D5AC0F3BF376B0281CE66424000BB529D7FBBF3BF38DC7903CC66424000235A83A2B9F3BF209E839ECD664240000F0A486CB7F3BF2011A263076742400093875033A4F3BF0862347C0B67424000F17A3B6CA2F3BF6FDA243D0C6742400062EBF0F39FF3BF9056573CF5664240009EF3C4AC97F3BFE0FDC1FEEB664240009E8F4CDD95F3BF10EFCF81E5664240002F837C0995F3BFF0FD2922C3664240000B5AB3B192F3BF700912A0A6664240009981614E90F3BF70EBA3BF9766424000132A33168DF3BFE04C72DD9466424000B66E573E8BF3BFB03D535F9666424000F2402E1C88F3BF28BA4A3CA0664240002271CD7384F3BF50DE36C2A266424000D41F87A581F3BFA8FA1F23A0664240007FFE2D577FF3BFE0639480986642400095A5BC727DF3BFE82E61E28F6642400057CDAF027CF3BFA0C18883846642400036DD4ECC7AF3BF60DA452234664240FF249A124974F3BFE8ECD6C22C66424000903CC7D673F3BFC8C6A0DFF765424000E4B950DC71F3BFB0F3739EB165424000724CD3846DF3BF8FFB810184654240005A927C086AF3BFE06610035D65424000B752A29666F3BF48C192E34E65424000FF6B390965F3BF7019B4E1B064424000BDB9994352F3BF30047FE195644240002EBD683950F3BF179F79C37D64424000079B8E394FF3BF8000EBFB7064424000E06D34F14EF3BF808BD4804164424000EDE9389B4EF3BF3F71A8DE1A644240007E0E1CEC4DF3BF68D11E7EFE63424000A5CC7D1C4DF3BFB054101C976342400053E068E348F3BF38C57B82C462424000018EC95441F3BFF7A653026262424000F349D40B3EF3BF085983A10E6142400093E2E0D231F3BF30119D9FE260424000EA345A2A2FF3BF07CDED9DD16042400021D7C9C42DF3BFF0EA1F7EFE5F424000F3340EBC1AF3BFE06EF8BCE25F424000AEEC428F18F3BF4F23D07CCE5F424000B860923C17F3BF884E137EA95F4240009031266E15F3BF48C32924995F424000B4877EDE14F3BFC03D7ABE665F4240007DBDC9E113F3BFC83B3061345F424000B18A492A13F3BFE8ECF2E32F5F4240001587422017F3BF7090619D2A5F4240003009F71F19F3BFA08609DD255F4240005197F10C1AF3BFF0A040BD195F424000BCFF84B31BF3BFA8C2F0DB105F4240008832056B1CF3BFC8DDDEA3FE5E424000246DF52B1DF3BFE8403D7FDA5E424000721C7E371DF3BFC85149A0C15E424000DFB955F31CF3BF707CBB7CEB5D424000BC61EBFC1BF3BFA8A7FE7DC65D42400054C5D9E51BF3BFC8F5DBBFB25D4240FF1AAA8F151CF3BF284562F3715D42400054C5D9E51BF3BF707CBB7CEB5D424000BC61EBFC1BF3BFC85149A0C15E424000DFB955F31CF3BFE8403D7FDA5E424000721C7E371DF3BFC8DDDEA3FE5E424000246DF52B1DF3BFA8C2F0DB105F4240008832056B1CF3BFF0A040BD195F424000BCFF84B31BF3BFA08609DD255F4240005197F10C1AF3BF7090619D2A5F4240003009F71F19F3BFE8ECF2E32F5F4240001587422017F3BFC83B3061345F424000B18A492A13F3BFC03D7ABE665F4240007DBDC9E113F3BF48C32924995F424000B4877EDE14F3BF884E137EA95F4240009031266E15F3BF4F23D07CCE5F424000B860923C17F3BFE06EF8BCE25F424000AEEC428F18F3BFF0EA1F7EFE5F424000F3340EBC1AF3BF07CDED9DD16042400021D7C9C42DF3BF30119D9FE260424000EA345A2A2FF3BF085983A10E6142400093E2E0D231F3BFF7A653026262424000F349D40B3EF3BF38C57B82C462424000018EC95441F3BFB054101C976342400053E068E348F3BF68D11E7EFE63424000A5CC7D1C4DF3BF3F71A8DE1A644240007E0E1CEC4DF3BF808BD4804164424000EDE9389B4EF3BF8000EBFB7064424000E06D34F14EF3BF179F79C37D64424000079B8E394FF3BF30047FE195644240002EBD683950F3BF7019B4E1B064424000BDB9994352F3BF48C192E34E65424000FF6B390965F3BFE06610035D65424000B752A29666F3BF8FFB810184654240005A927C086AF3BFB0F3739EB165424000724CD3846DF3BFC8C6A0DFF765424000E4B950DC71F3BFE8ECD6C22C66424000903CC7D673F3BF60DA452234664240FF249A124974F3BFA0C18883846642400036DD4ECC7AF3BFE82E61E28F6642400057CDAF027CF3BFE0639480986642400095A5BC727DF3BFA8FA1F23A0664240007FFE2D577FF3BF50DE36C2A266424000D41F87A581F3BF28BA4A3CA0664240002271CD7384F3BFB03D535F9666424000F2402E1C88F3BFE04C72DD9466424000B66E573E8BF3BF70EBA3BF9766424000132A33168DF3BF700912A0A6664240009981614E90F3BFF0FD2922C3664240000B5AB3B192F3BF10EFCF81E5664240002F837C0995F3BFE0FDC1FEEB664240009E8F4CDD95F3BF9056573CF5664240009EF3C4AC97F3BF6FDA243D0C6742400062EBF0F39FF3BF0862347C0B67424000F17A3B6CA2F3BF2011A263076742400093875033A4F3BF209E839ECD664240000F0A486CB7F3BF38DC7903CC66424000235A83A2B9F3BF376B0281CE66424000BB529D7FBBF3BFF0ACD200DE66424000E4852D5AC0F3BF408D777DE666424000C7D046CBC1F3BFA823D61EF66642400008421020C3F3BF980DB2A19B674240005B98D3BACDF3BF7019BCE2A967424000D9AEE4D4CEF3BFD0CD2B7FBE67424000E426588ED0F3BFCF47399CF9674240FF1A28F641D6F3BFDFD5E84317684240008E3E8D98D9F3BFC029C07D1D684240003AB471C4DAF3BF28B9D2E12168424000C340E411DCF3BFA865D1FC31684240000857D66FE6F3BF6F48203D4568424000F2A4C70BE9F3BF2810D8614C684240005D7A4144EAF3BF082A7A1D7168424000FFEE8502F6F3BFC866B0E07E68424000C8BB0E80F8F3BFA84221408668424000FF541058F9F3BF7068356090684240FF63EB7EF8F9F3BFF0CF1900AA684240FF0F9D9691FAF3BFA848CF9ECB684240FF7A7210CAFBF3BF50F9FCFCF7684240FFE9E046E7FCF3BFF81356A01669424000E8C06438FEF3BFC822481D1D694240FFC8567006FFF3BF8846AABC1D694240FF92F033D9FFF3BFA7F2D28217694240009991A5BA00F4BFD793CADDE7684240006220E94402F4BF4092AD81AD6842400097C2EBFA05F4BF30AE0CFCA868424000466F26C206F4BF589B5FD1AD68424000FC8B1F4608F4BF30CC7ADCB7684240008B558BA508F4BF70FDC821E2684240FFD7A2AD6708F4BFB081C323F168424000039A77B908F4BF48B6C9C001694240000697AC6D0AF4BF00A5909E22694240FFA10462D90CF4BF9819D7FD6369424000E47B61C012F4BF4887394371694240FF44AAC6A013F4BFB83F0DE19869424000932AAE0D15F4BF98C3DAE1AF69424000DE428CBA16F4BF38367AFEB4694240005D95D04117F4BFB8961261C369424000643A662F1BF4BFE8E10DA0DF69424000601A179C21F4BF90AE029CDE69424000B424FCFD22F4BF782C2D7C7D694240007E9189053EF4BFF817527E5269424000CB80FCA545F4BF4FA5B2614D694240001F6F904946F4BF98E97D182169424000A6AC7F494AF4BF0060193E2269424000A2F3E0B54BF4BF7092FFFD2969424000442F971B4CF4BF4F90DA1B7C694240001D0FCFA14CF4BFA0FFC1E09A694240008136452A4CF4BF788332FCA7694240FF63EC32A74BF4BF686014E3FC694240FF944F97A949F4BF9840A3E36A6A424000D1216E8746F4BF90DA737CB46A4240001F0B187A44F4BF403F92CEC06A4240FFD873C9FF44F4BF902BCB9D996A42400077947A8846F4BF302B9E9CA16A42400095B30F794BF4BFA0DC82E2C76A4240FF001404AC45F4BFD078E080966A42400061B7EE914DF4BFA04BF63C7F6A42400004266AA24FF4BF7716143DF0694240008E8215A75AF4BFB83F0DE198694240FFC95CC7B862F4BFD87D0E846469424000874F094F68F4BF105648E35069424000FAC918756DF4BFB08C0B3F3869424000BC57965A6FF4BF17FEAFC22D6942400021BD51D66FF4BF88485C3D27694240008584739B70F4BFE8D711BC216942400001337BF571F4BF3025279F1E69424000A10E70B378F4BF5050027D2269424000BE29E1977AF4BF4883E07F2B694240000310467B7CF4BFC0E1497E4469424000D561EF1B7FF4BF50343BDF4F69424000BF917D737FF4BF2F10AC3E576942400086C3378680F4BFB8C34D4354694240FFABB45E6181F4BF18432D5C56694240006870B74082F4BF7061BDFF8F694240003DE8782288F4BF,2,Ndenderu,Odeon,Odeon-UN-Ruaka-Ndenderu,107,10400010711,0.36626846911
